1024,1024,650,60
997,996,631,60
970,968,612,60
943,940,593,60
916,912,574,60
889,884,555,60
862,856,536,60
835,828,517,60
808,800,498,60
781,772,479,60
754,744,460,60
727,716,441,60
700,688,422,60
673,660,403,60
646,632,384,60
619,604,365,60
592,576,346,60
565,548,327,60
538,520,308,60
511,492,289,60
484,464,270,60
457,436,251,60
430,408,232,60
403,380,213,60
376,352,194,60
349,324,175,60
322,296,156,60
295,268,137,60
268,240,118,60
200,165,70,60
